class_id,class_name,accuracy,test_pixels
1,Asphalt,0.9381598793363499,1989
2,Meadows,0.9840929401251117,5595
3,Gravel,0.7825396825396825,630
4,Trees,0.8998911860718172,919
5,Painted metal sheets,0.9925558312655087,403
6,Bare Soil,0.7886017229953611,1509
7,Bitumen,0.7869674185463659,399
8,Self-Blocking Bricks,0.9113122171945701,1105
9,Shadows,0.9964788732394366,284
